"","SYMBOL","GO","EVIDENCE","ONTOLOGY"
"2523","MPDZ","GO:0005515","IPI","MF"
"2524","MPDZ","GO:0005737","IDA","CC"
"2525","MPDZ","GO:0005923","IEA","CC"
"2526","MPDZ","GO:0007155","IEA","BP"
"2527","MPDZ","GO:0008022","IPI","MF"
"2528","MPDZ","GO:0014069","IEA","CC"
"2529","MPDZ","GO:0016032","IEA","BP"
"2530","MPDZ","GO:0016324","IEA","CC"
"2531","MPDZ","GO:0016327","IDA","CC"
"2532","MPDZ","GO:0030425","IEA","CC"
"2533","MPDZ","GO:0031410","IEA","CC"
"2534","MPDZ","GO:0042552","IEA","BP"
"2535","MPDZ","GO:0043220","IEA","CC"
"2536","MPDZ","GO:0045211","IEA","CC"
"2537","LOC100418668",NA,NA,NA
"2538","FBXO45","GO:0001764","IEA","BP"
"2539","FBXO45","GO:0005515","IPI","MF"
"2540","FBXO45","GO:0006974","IDA","BP"
"2541","FBXO45","GO:0014069","IEA","CC"
"2542","FBXO45","GO:0016567","IDA","BP"
"2543","FBXO45","GO:0016567","ISS","BP"
"2544","FBXO45","GO:0021799","IEA","BP"
"2545","FBXO45","GO:0021800","IEA","BP"
"2546","FBXO45","GO:0021957","IEA","BP"
"2547","FBXO45","GO:0021960","IEA","BP"
"2548","FBXO45","GO:0030054","IEA","CC"
"2549","FBXO45","GO:0042734","IEA","CC"
"2550","FBXO45","GO:0042787","IDA","BP"
"2551","FBXO45","GO:0043161","ISS","BP"
"2552","FBXO45","GO:0045211","IEA","CC"
"2553","FBXO45","GO:0060386","IEA","BP"
"2554","LOC105376803",NA,NA,NA
"2555","LOC105371989",NA,NA,NA
"2556","COMT","GO:0000287","IEA","MF"
"2557","COMT","GO:0005515","IPI","MF"
"2558","COMT","GO:0005739","IEA","CC"
"2559","COMT","GO:0005829","TAS","CC"
"2560","COMT","GO:0005886","TAS","CC"
"2561","COMT","GO:0006805","TAS","BP"
"2562","COMT","GO:0007268","TAS","BP"
"2563","COMT","GO:0007565","IEA","BP"
"2564","COMT","GO:0007612","IEA","BP"
"2565","COMT","GO:0007614","IEA","BP"
"2566","COMT","GO:0008171","TAS","MF"
"2567","COMT","GO:0008210","IEA","BP"
"2568","COMT","GO:0014070","IEA","BP"
"2569","COMT","GO:0016020","IDA","CC"
"2570","COMT","GO:0016021","IEA","CC"
"2571","COMT","GO:0016036","IEA","BP"
"2572","COMT","GO:0016206","IEA","MF"
"2573","COMT","GO:0030424","IEA","CC"
"2574","COMT","GO:0032259","TAS","BP"
"2575","COMT","GO:0032496","IEA","BP"
"2576","COMT","GO:0032502","IEA","BP"
"2577","COMT","GO:0035814","IEA","BP"
"2578","COMT","GO:0042135","IEA","BP"
"2579","COMT","GO:0042136","TAS","BP"
"2580","COMT","GO:0042420","IEA","BP"
"2581","COMT","GO:0042493","IEA","BP"
"2582","COMT","GO:0043197","IEA","CC"
"2583","COMT","GO:0044281","TAS","BP"
"2584","COMT","GO:0044297","IEA","CC"
"2585","COMT","GO:0045211","IEA","CC"
"2586","COMT","GO:0045963","IEA","BP"
"2587","COMT","GO:0048265","IEA","BP"
"2588","COMT","GO:0048609","IEA","BP"
"2589","COMT","GO:0048662","IEA","BP"
"2590","COMT","GO:0050668","IEA","BP"
"2591","COMT","GO:0051930","IEA","BP"
"2592","COMT","GO:0070062","IDA","CC"
"2593","LOC100420774",NA,NA,NA
"2594","XIAP","GO:0004842","EXP","MF"
"2595","XIAP","GO:0004842","IDA","MF"
"2596","XIAP","GO:0005515","IPI","MF"
"2597","XIAP","GO:0005634","IDA","CC"
"2598","XIAP","GO:0005654","TAS","CC"
"2599","XIAP","GO:0005737","IDA","CC"
"2600","XIAP","GO:0005829","TAS","CC"
"2601","XIAP","GO:0006915","TAS","BP"
"2602","XIAP","GO:0006974","IEP","BP"
"2603","XIAP","GO:0008270","IEA","MF"
"2604","XIAP","GO:0016055","IEA","BP"
"2605","XIAP","GO:0016567","EXP","BP"
"2606","XIAP","GO:0016567","IDA","BP"
"2607","XIAP","GO:0016874","IEA","MF"
"2608","XIAP","GO:0030510","TAS","BP"
"2609","XIAP","GO:0031398","IDA","BP"
"2610","XIAP","GO:0042127","TAS","BP"
"2611","XIAP","GO:0043027","IDA","MF"
"2612","XIAP","GO:0043066","IMP","BP"
"2613","XIAP","GO:0043154","IDA","BP"
"2614","XIAP","GO:0045088","TAS","BP"
"2615","XIAP","GO:0050727","TAS","BP"
"2616","XIAP","GO:0055070","TAS","BP"
"2617","XIAP","GO:0070424","TAS","BP"
"2618","XIAP","GO:0090263","IMP","BP"
"2619","XIAP","GO:0097193","TAS","BP"
"2620","XIAP","GO:1902530","IDA","BP"
"2621","XIAP","GO:1990001","IBA","BP"
"2622","SPTBN5","GO:0003779","NAS","MF"
"2623","SPTBN5","GO:0005737","IDA","CC"
"2624","SPTBN5","GO:0005829","TAS","CC"
"2625","SPTBN5","GO:0007030","IMP","BP"
"2626","SPTBN5","GO:0007041","IMP","BP"
"2627","SPTBN5","GO:0007411","TAS","BP"
"2628","SPTBN5","GO:0008091","NAS","CC"
"2629","SPTBN5","GO:0016020","NAS","CC"
"2630","SPTBN5","GO:0019894","IDA","MF"
"2631","SPTBN5","GO:0030036","NAS","BP"
"2632","SPTBN5","GO:0030507","IDA","MF"
"2633","SPTBN5","GO:0032029","IDA","MF"
"2634","SPTBN5","GO:0032391","IDA","CC"
"2635","SPTBN5","GO:0034452","IDA","MF"
"2636","SPTBN5","GO:0043234","IEA","CC"
"2637","SPTBN5","GO:0043621","IDA","MF"
"2638","SPTBN5","GO:0045505","IDA","MF"
"2639","SPTBN5","GO:0051260","IDA","BP"
"2640","SPTBN5","GO:0051693","IEA","BP"
"2641","SPTBN5","GO:0070062","IDA","CC"
"2642","SPTBN5","GO:0097381","IDA","CC"
"2643","LOC346329",NA,NA,NA
"2644","PRKXP2",NA,NA,NA
"2645","CDY10P",NA,NA,NA
"2646","LOC101928406",NA,NA,NA
"2647","C17orf70","GO:0003677","IEA","MF"
"2648","C17orf70","GO:0005515","IPI","MF"
"2649","C17orf70","GO:0005654","IDA","CC"
"2650","C17orf70","GO:0005654","TAS","CC"
"2651","C17orf70","GO:0005737","IDA","CC"
"2652","C17orf70","GO:0006281","TAS","BP"
"2653","C17orf70","GO:0043240","IEA","CC"
"2654","C17orf70","GO:0045111","IDA","CC"
"2655","LOC100129042",NA,NA,NA
"2656","GM2AP1",NA,NA,NA
"2657","LOC105371119",NA,NA,NA
"2658","LINC01270",NA,NA,NA
"2659","SSX8","GO:0003676","IEA","MF"
"2660","SSX8","GO:0005634","IEA","CC"
"2661","SSX8","GO:0006351","IEA","BP"
"2662","SSX8","GO:0006355","IEA","BP"
"2663","ARR3","GO:0001750","IEA","CC"
"2664","ARR3","GO:0001917","IDA","CC"
"2665","ARR3","GO:0001932","IEA","BP"
"2666","ARR3","GO:0002046","IEA","MF"
"2667","ARR3","GO:0005515","IPI","MF"
"2668","ARR3","GO:0005737","TAS","CC"
"2669","ARR3","GO:0006897","IEA","BP"
"2670","ARR3","GO:0007165","IEA","BP"
"2671","ARR3","GO:0007601","IEA","BP"
"2672","ARR3","GO:0045202","IEA","CC"
"2673","ARR3","GO:0051219","IEA","MF"
"2674","TGM1","GO:0001533","TAS","CC"
"2675","TGM1","GO:0003810","IDA","MF"
"2676","TGM1","GO:0005515","IPI","MF"
"2677","TGM1","GO:0005913","IEA","CC"
"2678","TGM1","GO:0006464","NAS","BP"
"2679","TGM1","GO:0009887","IEA","BP"
"2680","TGM1","GO:0018149","IEA","BP"
"2681","TGM1","GO:0030216","IDA","BP"
"2682","TGM1","GO:0031224","IDA","CC"
"2683","TGM1","GO:0031424","IEA","BP"
"2684","TGM1","GO:0043163","TAS","BP"
"2685","TGM1","GO:0046872","IEA","MF"
"2686","TGM1","GO:0070062","IDA","CC"
"2687","MIR548M",NA,NA,NA
"2688","LOC102725159",NA,NA,NA
"2689","BPHL","GO:0005739","ISS","CC"
"2690","BPHL","GO:0006520","TAS","BP"
"2691","BPHL","GO:0009636","TAS","BP"
"2692","BPHL","GO:0016787","IEA","MF"
"2693","BPHL","GO:0070062","IDA","CC"
"2694","LOC105378638",NA,NA,NA
"2695","CRIP3","GO:0005737","IEA","CC"
"2696","CRIP3","GO:0008270","IEA","MF"
"2697","CRIP3","GO:0042098","IEA","BP"
"2698","LOC105378816",NA,NA,NA
"2699","MIR4264",NA,NA,NA
"2700","LOC105373783",NA,NA,NA
"2701","LOC645433",NA,NA,NA
"2702","LOC101927579",NA,NA,NA
"2703","LOC102723540",NA,NA,NA
"2704","TMED2","GO:0001893","IEA","BP"
"2705","TMED2","GO:0005515","IPI","MF"
"2706","TMED2","GO:0005783","IDA","CC"
"2707","TMED2","GO:0005789","IEA","CC"
"2708","TMED2","GO:0005793","IDA","CC"
"2709","TMED2","GO:0005794","IDA","CC"
"2710","TMED2","GO:0006886","IDA","BP"
"2711","TMED2","GO:0006888","TAS","BP"
"2712","TMED2","GO:0007030","IMP","BP"
"2713","TMED2","GO:0016021","ISS","CC"
"2714","TMED2","GO:0030137","ISS","CC"
"2715","TMED2","GO:0030663","IEA","CC"
"2716","TMED2","GO:0032580","IEA","CC"
"2717","TMED2","GO:0033116","IEA","CC"
"2718","TMED2","GO:0034260","IDA","BP"
"2719","TMED2","GO:0035459","TAS","BP"
"2720","TMED2","GO:0042589","ISS","CC"
"2721","TMED2","GO:0043231","IDA","CC"
"2722","TMED2","GO:0048205","TAS","BP"
"2723","TMED2","GO:0048208","TAS","BP"
"2724","TMED2","GO:0048598","IEA","BP"
"2725","TMED2","GO:0072661","IDA","BP"
"2726","LOC105378764",NA,NA,NA
"2727","ZNF24","GO:0003677","TAS","MF"
"2728","ZNF24","GO:0003700","IEA","MF"
"2729","ZNF24","GO:0005515","IPI","MF"
"2730","ZNF24","GO:0005634","IC","CC"
"2731","ZNF24","GO:0005634","IDA","CC"
"2732","ZNF24","GO:0005634","ISS","CC"
"2733","ZNF24","GO:0005654","IDA","CC"
"2734","ZNF24","GO:0006351","IEA","BP"
"2735","ZNF24","GO:0008270","NAS","MF"
"2736","ZNF24","GO:0042552","ISS","BP"
"2737","ZNF24","GO:0043565","ISS","MF"
"2738","ZNF24","GO:0045892","IDA","BP"
"2739","CSMD3","GO:0005886","IEA","CC"
"2740","CSMD3","GO:0016021","IEA","CC"
"2741","ALOX5","GO:0002540","IEA","BP"
"2742","ALOX5","GO:0004051","IDA","MF"
"2743","ALOX5","GO:0005506","IDA","MF"
"2744","ALOX5","GO:0005515","IPI","MF"
"2745","ALOX5","GO:0005615","IDA","CC"
"2746","ALOX5","GO:0005635","IDA","CC"
"2747","ALOX5","GO:0005635","TAS","CC"
"2748","ALOX5","GO:0005641","IDA","CC"
"2749","ALOX5","GO:0005829","IDA","CC"
"2750","ALOX5","GO:0005829","TAS","CC"
"2751","ALOX5","GO:0006691","TAS","BP"
"2752","ALOX5","GO:0016363","IDA","CC"
"2753","ALOX5","GO:0019369","TAS","BP"
"2754","ALOX5","GO:0019370","IDA","BP"
"2755","ALOX5","GO:0019372","TAS","BP"
"2756","ALOX5","GO:0031965","IDA","CC"
"2757","ALOX5","GO:0044281","TAS","BP"
"2758","ALOX5","GO:0055114","IEA","BP"
"2759","ALOX5","GO:2001300","TAS","BP"
"2760","LOC100133165",NA,NA,NA
"2761","UBA52P3",NA,NA,NA
"2762","LINC00452",NA,NA,NA
"2763","FLYWCH1","GO:0003677","IEA","MF"
"2764","FLYWCH1","GO:0005654","IDA","CC"
"2765","FLYWCH1","GO:0005737","IDA","CC"
"2766","FLYWCH1","GO:0046872","IEA","MF"
"2767","LOC105378830",NA,NA,NA
"2768","TUBB4A","GO:0000086","TAS","BP"
"2769","TUBB4A","GO:0000278","TAS","BP"
"2770","TUBB4A","GO:0003924","IEA","MF"
"2771","TUBB4A","GO:0005200","IEA","MF"
"2772","TUBB4A","GO:0005515","IPI","MF"
"2773","TUBB4A","GO:0005525","IEA","MF"
"2774","TUBB4A","GO:0005634","IDA","CC"
"2775","TUBB4A","GO:0005829","TAS","CC"
"2776","TUBB4A","GO:0005874","IDA","CC"
"2777","TUBB4A","GO:0005929","IEA","CC"
"2778","TUBB4A","GO:0006457","TAS","BP"
"2779","TUBB4A","GO:0006996","TAS","BP"
"2780","TUBB4A","GO:0007017","IEA","BP"
"2781","TUBB4A","GO:0033269","IEA","CC"
"2782","TUBB4A","GO:0043025","IEA","CC"
"2783","TUBB4A","GO:0043209","IEA","CC"
"2784","TUBB4A","GO:0044267","TAS","BP"
"2785","TUBB4A","GO:0051084","TAS","BP"
"2786","TUBB4A","GO:0051258","IEA","BP"
"2787","TUBB4A","GO:0055085","TAS","BP"
"2788","TUBB4A","GO:0070062","IDA","CC"
"2789","B3GNT2","GO:0000139","TAS","CC"
"2790","B3GNT2","GO:0005975","TAS","BP"
"2791","B3GNT2","GO:0006493","TAS","BP"
"2792","B3GNT2","GO:0007411","IEA","BP"
"2793","B3GNT2","GO:0007608","IEA","BP"
"2794","B3GNT2","GO:0008378","IEA","MF"
"2795","B3GNT2","GO:0008532","IDA","MF"
"2796","B3GNT2","GO:0009405","TAS","BP"
"2797","B3GNT2","GO:0016021","IEA","CC"
"2798","B3GNT2","GO:0016266","TAS","BP"
"2799","B3GNT2","GO:0018146","TAS","BP"
"2800","B3GNT2","GO:0030203","TAS","BP"
"2801","B3GNT2","GO:0030311","IDA","BP"
"2802","B3GNT2","GO:0042339","TAS","BP"
"2803","B3GNT2","GO:0043687","TAS","BP"
"2804","B3GNT2","GO:0044267","TAS","BP"
"2805","B3GNT2","GO:0044281","TAS","BP"
"2806","B3GNT2","GO:0070062","IDA","CC"
"2807","SNORD115-28",NA,NA,NA
"2808","OTOA","GO:0005578","IEA","CC"
"2809","OTOA","GO:0007160","IEA","BP"
"2810","OTOA","GO:0007605","IEA","BP"
"2811","OTOA","GO:0016324","IEA","CC"
"2812","OTOA","GO:0019226","IEA","BP"
"2813","OTOA","GO:0031225","IEA","CC"
"2814","BCAS2P1",NA,NA,NA
"2815","LOC105372023",NA,NA,NA
"2816","LOC105375495",NA,NA,NA
"2817","UBE2V2P1",NA,NA,NA
"2818","SNORD28",NA,NA,NA
"2819","LOC105374392",NA,NA,NA
"2820","THOC7-AS1",NA,NA,NA
"2821","LOC105371603",NA,NA,NA
"2822","LRRC7","GO:0005515","IPI","MF"
"2823","LRRC7","GO:0005737","IEA","CC"
"2824","LRRC7","GO:0014069","IEA","CC"
"2825","LRRC7","GO:0030054","IEA","CC"
"2826","LRRC7","GO:0045211","IEA","CC"
"2827","LINC01139",NA,NA,NA
"2828","LOC105377874",NA,NA,NA
"2829","LOC105378044",NA,NA,NA
"2830","MIR5787",NA,NA,NA
"2831","HMX2","GO:0005634","IEA","CC"
"2832","HMX2","GO:0006351","IEA","BP"
"2833","HMX2","GO:0006355","IEA","BP"
"2834","HMX2","GO:0007420","IEA","BP"
"2835","HMX2","GO:0008284","IEA","BP"
"2836","HMX2","GO:0030154","IEA","BP"
"2837","HMX2","GO:0042472","IEA","BP"
"2838","HMX2","GO:0043565","IEA","MF"
"2839","HMX2","GO:0048026","IEA","BP"
"2840","TRIM49C","GO:0005622","IEA","CC"
"2841","TRIM49C","GO:0008270","IEA","MF"
"2842","SLC1A4","GO:0005254","IDA","MF"
"2843","SLC1A4","GO:0005813","IDA","CC"
"2844","SLC1A4","GO:0005815","IDA","CC"
"2845","SLC1A4","GO:0005882","ISS","CC"
"2846","SLC1A4","GO:0005886","TAS","CC"
"2847","SLC1A4","GO:0005887","IC","CC"
"2848","SLC1A4","GO:0006811","TAS","BP"
"2849","SLC1A4","GO:0006821","IDA","BP"
"2850","SLC1A4","GO:0006835","IEA","BP"
"2851","SLC1A4","GO:0006865","TAS","BP"
"2852","SLC1A4","GO:0006868","TAS","BP"
"2853","SLC1A4","GO:0009986","IDA","CC"
"2854","SLC1A4","GO:0015180","IDA","MF"
"2855","SLC1A4","GO:0015184","IDA","MF"
"2856","SLC1A4","GO:0015186","TAS","MF"
"2857","SLC1A4","GO:0015193","IDA","MF"
"2858","SLC1A4","GO:0015194","IDA","MF"
"2859","SLC1A4","GO:0015195","IDA","MF"
"2860","SLC1A4","GO:0015808","IDA","BP"
"2861","SLC1A4","GO:0015811","IDA","BP"
"2862","SLC1A4","GO:0015824","IDA","BP"
"2863","SLC1A4","GO:0015825","IDA","BP"
"2864","SLC1A4","GO:0015826","IDA","BP"
"2865","SLC1A4","GO:0016020","IDA","CC"
"2866","SLC1A4","GO:0016021","NAS","CC"
"2867","SLC1A4","GO:0017153","IEA","MF"
"2868","SLC1A4","GO:0030425","IEA","CC"
"2869","SLC1A4","GO:0034589","IDA","BP"
"2870","SLC1A4","GO:0034590","IDA","MF"
"2871","SLC1A4","GO:0035249","NAS","BP"
"2872","SLC1A4","GO:0035524","IDA","BP"
"2873","SLC1A4","GO:0042470","IEA","CC"
"2874","SLC1A4","GO:0043025","IEA","CC"
"2875","SLC1A4","GO:0050890","IMP","BP"
"2876","SLC1A4","GO:0055085","TAS","BP"
"2877","SLC1A4","GO:0070062","IDA","CC"
"2878","SLC1A4","GO:1902476","IDA","BP"
"2879","SLC1A4","GO:1903146","IMP","BP"
"2880","LOC105373269",NA,NA,NA
"2881","LOC105379749",NA,NA,NA
"2882","ERC2","GO:0005515","IPI","MF"
"2883","ERC2","GO:0005737","IEA","CC"
"2884","ERC2","GO:0005856","IEA","CC"
"2885","ERC2","GO:0030054","IEA","CC"
"2886","ERC2","GO:0030426","ISS","CC"
"2887","ERC2","GO:0042734","ISS","CC"
"2888","ERC2","GO:0048786","TAS","CC"
"2889","SLC35F3","GO:0015888","IDA","BP"
"2890","SLC35F3","GO:0016021","IEA","CC"
"2891","LOC105373565",NA,NA,NA
"2892","LOC105370085",NA,NA,NA
"2893","LOC100292073",NA,NA,NA
"2894","LOC105375738",NA,NA,NA
"2895","MIR6724-1",NA,NA,NA
"2896","FOXS1","GO:0000981","IBA","MF"
"2897","FOXS1","GO:0001568","ISS","BP"
"2898","FOXS1","GO:0003677","ISS","MF"
"2899","FOXS1","GO:0003700","TAS","MF"
"2900","FOXS1","GO:0005634","IBA","CC"
"2901","FOXS1","GO:0005634","ISS","CC"
"2902","FOXS1","GO:0006357","IBA","BP"
"2903","FOXS1","GO:0006366","IBA","BP"
"2904","FOXS1","GO:0009653","IBA","BP"
"2905","FOXS1","GO:0030154","IBA","BP"
"2906","FOXS1","GO:0040018","IEA","BP"
"2907","FOXS1","GO:0043433","ISS","BP"
"2908","FOXS1","GO:0043565","IEA","MF"
"2909","FOXS1","GO:0045892","ISS","BP"
"2910","FOXS1","GO:0050885","IEA","BP"
"2911","LOC105369536",NA,NA,NA
"2912","FRA10C",NA,NA,NA
"2913","LOC105376982",NA,NA,NA
"2914","RPL24P5",NA,NA,NA
"2915","SUPT20HL2","GO:0000124","IEA","CC"
"2916","SUPT20HL2","GO:0003712","IEA","MF"
"2917","SUPT20HL2","GO:0005615","IDA","CC"
"2918","SUPT20HL2","GO:1903506","IEA","BP"
"2919","DPP10-AS1",NA,NA,NA
"2920","PPP1R3E","GO:0005977","IEA","BP"
"2921","LOC101927221",NA,NA,NA
"2922","LOC105374465",NA,NA,NA
"2923","TPM3P8",NA,NA,NA
"2924","C10orf32-ASMT",NA,NA,NA
"2925","LOC105370335",NA,NA,NA
"2926","LOC105369801",NA,NA,NA
"2927","CENPF","GO:0000086","TAS","BP"
"2928","CENPF","GO:0000278","IMP","BP"
"2929","CENPF","GO:0000278","TAS","BP"
"2930","CENPF","GO:0000775","IDA","CC"
"2931","CENPF","GO:0000776","IDA","CC"
"2932","CENPF","GO:0000785","NAS","CC"
"2933","CENPF","GO:0000922","IDA","CC"
"2934","CENPF","GO:0000940","IDA","CC"
"2935","CENPF","GO:0000940","TAS","CC"
"2936","CENPF","GO:0003682","NAS","MF"
"2937","CENPF","GO:0005515","IPI","MF"
"2938","CENPF","GO:0005634","IDA","CC"
"2939","CENPF","GO:0005635","IDA","CC"
"2940","CENPF","GO:0005654","IDA","CC"
"2941","CENPF","GO:0005737","IDA","CC"
"2942","CENPF","GO:0005819","IDA","CC"
"2943","CENPF","GO:0005829","TAS","CC"
"2944","CENPF","GO:0007059","IMP","BP"
"2945","CENPF","GO:0007059","NAS","BP"
"2946","CENPF","GO:0007067","IEA","BP"
"2947","CENPF","GO:0007094","NAS","BP"
"2948","CENPF","GO:0007517","IEA","BP"
"2949","CENPF","GO:0008022","IPI","MF"
"2950","CENPF","GO:0008134","IPI","MF"
"2951","CENPF","GO:0008283","NAS","BP"
"2952","CENPF","GO:0010389","IMP","BP"
"2953","CENPF","GO:0015031","IDA","BP"
"2954","CENPF","GO:0015031","IMP","BP"
"2955","CENPF","GO:0016202","ISS","BP"
"2956","CENPF","GO:0016363","IDA","CC"
"2957","CENPF","GO:0030154","IEA","BP"
"2958","CENPF","GO:0030496","IDA","CC"
"2959","CENPF","GO:0042493","NAS","BP"
"2960","CENPF","GO:0042803","IPI","MF"
"2961","CENPF","GO:0045120","IEA","CC"
"2962","CENPF","GO:0045502","IDA","MF"
"2963","CENPF","GO:0045892","IDA","BP"
"2964","CENPF","GO:0048471","IEA","CC"
"2965","CENPF","GO:0051301","IEA","BP"
"2966","CENPF","GO:0051310","IDA","BP"
"2967","CENPF","GO:0051382","NAS","BP"
"2968","CENPF","GO:0051726","TAS","BP"
"2969","CENPF","GO:0071897","IEA","BP"
"2970","OR5M5P",NA,NA,NA
"2971","RPL14P2",NA,NA,NA
"2972","LOC101927735",NA,NA,NA
"2973","RABEPK","GO:0005768","TAS","CC"
"2974","RABEPK","GO:0005886","IDA","CC"
"2975","RABEPK","GO:0006898","TAS","BP"
"2976","RABEPK","GO:0006904","TAS","BP"
"2977","RABEPK","GO:0010008","IEA","CC"
"2978","RABEPK","GO:0043231","IDA","CC"
"2979","FAM27B",NA,NA,NA
"2980","UBAC2","GO:0005515","IPI","MF"
"2981","UBAC2","GO:0005783","IDA","CC"
"2982","UBAC2","GO:0016021","IEA","CC"
"2983","UBAC2","GO:0070972","IDA","BP"
"2984","FAM26D","GO:0005261","IBA","MF"
"2985","FAM26D","GO:0005887","IBA","CC"
"2986","FAM26D","GO:0006812","IBA","BP"
"2987","FAM26D","GO:0034220","IBA","BP"
"2988","FAM26D","GO:0098655","IBA","BP"
"2989","LOC442445",NA,NA,NA
"2990","GDAP1","GO:0000266","IDA","BP"
"2991","GDAP1","GO:0005634","IDA","CC"
"2992","GDAP1","GO:0005737","IDA","CC"
"2993","GDAP1","GO:0005739","IDA","CC"
"2994","GDAP1","GO:0006626","IMP","BP"
"2995","GDAP1","GO:0008053","IMP","BP"
"2996","GDAP1","GO:0016020","IDA","CC"
"2997","GDAP1","GO:0031307","IDA","CC"
"2998","GDAP1","GO:0032526","IEA","BP"
"2999","NRM","GO:0003674","ND","MF"
"3000","NRM","GO:0005515","IPI","MF"
"3001","NRM","GO:0005634","IDA","CC"
"3002","NRM","GO:0005635","IDA","CC"
"3003","NRM","GO:0005637","IEA","CC"
"3004","NRM","GO:0005654","IDA","CC"
"3005","NRM","GO:0008150","ND","BP"
"3006","NRM","GO:0016020","IDA","CC"
"3007","NRM","GO:0016021","IEA","CC"
"3008","PPFIA3","GO:0005515","IPI","MF"
"3009","PPFIA3","GO:0005829","TAS","CC"
"3010","PPFIA3","GO:0007268","TAS","BP"
"3011","PPFIA3","GO:0007269","ISS","BP"
"3012","PPFIA3","GO:0007269","TAS","BP"
"3013","PPFIA3","GO:0009986","IEA","CC"
"3014","PPFIA3","GO:0014047","TAS","BP"
"3015","PPFIA3","GO:0048172","ISS","BP"
"3016","PPFIA3","GO:0048786","TAS","CC"
"3017","LOC101929550",NA,NA,NA
"3018","LOC105374312",NA,NA,NA
"3019","XAB2","GO:0000398","IC","BP"
"3020","XAB2","GO:0001824","IEA","BP"
"3021","XAB2","GO:0005515","IPI","MF"
"3022","XAB2","GO:0005634","IC","CC"
"3023","XAB2","GO:0005654","TAS","CC"
"3024","XAB2","GO:0006281","TAS","BP"
"3025","XAB2","GO:0006283","IDA","BP"
"3026","XAB2","GO:0006283","TAS","BP"
"3027","XAB2","GO:0006289","TAS","BP"
"3028","XAB2","GO:0006351","IDA","BP"
"3029","XAB2","GO:0016020","IDA","CC"
"3030","XAB2","GO:0071013","IDA","CC"
"3031","LOC101927757",NA,NA,NA
"3032","MIR4654",NA,NA,NA
"3033","LOC339298",NA,NA,NA
"3034","DDX18P6",NA,NA,NA
"3035","LOC105372007",NA,NA,NA
"3036","TAS2R4","GO:0001580","IDA","BP"
"3037","TAS2R4","GO:0005886","TAS","CC"
"3038","TAS2R4","GO:0007165","TAS","BP"
"3039","TAS2R4","GO:0007186","IEA","BP"
"3040","TAS2R4","GO:0007585","IEA","BP"
"3041","TAS2R4","GO:0008527","TAS","MF"
"3042","TAS2R4","GO:0016021","IC","CC"
"3043","TAS2R4","GO:0033038","IDA","MF"
"3044","TAS2R4","GO:0050909","TAS","BP"
"3045","TAS2R4","GO:0060170","IEA","CC"
"3046","CCDC88B","GO:0016020","IDA","CC"
"3047","LOC105373779",NA,NA,NA
"3048","ZNF468","GO:0003677","IEA","MF"
"3049","ZNF468","GO:0005634","IEA","CC"
"3050","ZNF468","GO:0006351","IEA","BP"
"3051","ZNF468","GO:0006355","IEA","BP"
"3052","ZNF468","GO:0046872","IEA","MF"
"3053","GAPDHP23",NA,NA,NA
"3054","RASA4CP",NA,NA,NA
"3055","DDTP1",NA,NA,NA
"3056","POU1F1","GO:0000122","IEA","BP"
"3057","POU1F1","GO:0000978","IEA","MF"
"3058","POU1F1","GO:0001077","IEA","MF"
"3059","POU1F1","GO:0001102","IPI","MF"
"3060","POU1F1","GO:0001105","IDA","MF"
"3061","POU1F1","GO:0001708","IEA","BP"
"3062","POU1F1","GO:0003682","IEA","MF"
"3063","POU1F1","GO:0003700","IDA","MF"
"3064","POU1F1","GO:0003714","IEA","MF"
"3065","POU1F1","GO:0005654","IDA","CC"
"3066","POU1F1","GO:0005737","IDA","CC"
"3067","POU1F1","GO:0006355","IDA","BP"
"3068","POU1F1","GO:0006366","TAS","BP"
"3069","POU1F1","GO:0008284","IEA","BP"
"3070","POU1F1","GO:0008285","TAS","BP"
"3071","POU1F1","GO:0008340","IEA","BP"
"3072","POU1F1","GO:0030183","IEA","BP"
"3073","POU1F1","GO:0032962","IEA","BP"
"3074","POU1F1","GO:0040018","IEA","BP"
"3075","POU1F1","GO:0043567","IEA","BP"
"3076","POU1F1","GO:0045893","IDA","BP"
"3077","POU1F1","GO:0045944","IDA","BP"
"3078","POU1F1","GO:0051169","IEA","BP"
"3079","POU1F1","GO:0060133","IEA","BP"
"3080","NHEG1",NA,NA,NA
"3081","TOMM20P4",NA,NA,NA
"3082","LOC730338",NA,NA,NA
"3083","SLC43A3","GO:0003674","ND","MF"
"3084","SLC43A3","GO:0005575","ND","CC"
"3085","SLC43A3","GO:0008150","ND","BP"
"3086","SLC43A3","GO:0016021","IEA","CC"
"3087","SLC43A3","GO:0055085","IEA","BP"
"3088","MIR3934",NA,NA,NA
"3089","LOC105375868",NA,NA,NA
"3090","LOC105377440",NA,NA,NA
"3091","LOC105374428",NA,NA,NA
"3092","LOC105372880",NA,NA,NA
"3093","YARS2","GO:0000049","IDA","MF"
"3094","YARS2","GO:0000049","TAS","MF"
"3095","YARS2","GO:0004831","IDA","MF"
"3096","YARS2","GO:0004831","NAS","MF"
"3097","YARS2","GO:0004831","TAS","MF"
"3098","YARS2","GO:0005515","IPI","MF"
"3099","YARS2","GO:0005524","TAS","MF"
"3100","YARS2","GO:0005739","IC","CC"
"3101","YARS2","GO:0005739","NAS","CC"
"3102","YARS2","GO:0005739","TAS","CC"
